"benchmark","version","application","file","line","function"
"spec2000","v1.3","179.art","scanner.c","978","setup_base_pattern"
"mediabench","default","h264dec-lencod","rdopt.c","425","RDCost_for_4x4IntraBlocks"
"cortexsuite","default","sphinx","fe_sigproc.c","928","fe_spec_magnitude"
"spec2000","v1.3","175.vpr","rr_graph.c","996","alloc_and_load_clb_pin_to_tracks"
"Kernels","SERIAL","Branch","func.c","32476","func39"
"livermore","default","livermore","lloops.c","1961","endloop"
"GitApps","default","gap","vec8bit.c","1927","FuncDIFF_VEC8BIT_VEC8BIT"
"mediabench","default","mpeg4dec","bitstream.c","151","build_table"
"spec2006","v1.1","464.h264ref","macroblock.c","524","start_macroblock"
"spec2006","v1.1","458.sjeng","search.c","1738","think"
"spec2006","v1.1","401.bzip2","compress.c","400","sendMTFValues"
"ALPBench","v1.0","MPGenc","predict.c","519","pred_comp"
"mediabench","default","mpeg4enc","dsputil.c","364","w_c"
"NPB","2.3-OpenACC-C","UA-SNU","precond.c","113","setpcmo_pre"
"libraries","default","libsndfile","xi.c","1154","dles2d_array"
"TSVC","default","default","tsc.c","2502","s253"
"mediabench","default","mpeg4dec","h263.c","1818","init_mv_penalty_and_fcode"
"libraries","default","silk","SKP_Silk_find_pred_coefs_FIX.c","49","SKP_Silk_find_pred_coefs_FIX"
"spec2006","v1.1","400.perlbench","op.c","2669","Perl_pmtrans"
"spec2006","v1.1","456.hmmer","sre_random.c","73","sre_random"
"mediabench","default","h264enc-lencod","mv-search.c","1000","FastFullPelBlockMotionSearch"
"spec2000","v1.3","175.vpr","stats.c","146","load_channel_occupancies"
"libraries","default","silk","SKP_Silk_schur64.c","69","SKP_Silk_schur64"
"machinelearning","default","darknet","blas.c","155","scal_cpu"
"TSVC","default","default","tsc.c","2804","s274"
"TSVC","default","default","tsc.c","3165","s281"
"TSVC","default","default","tsc.c","2073","s1232"
"Kernels","SERIAL","Branch","func.c","26794","func16"
"NPB","2.3-OpenACC-C","UA-SNU","mason.c","2166","mor_ne"
"Kernels","SERIAL","Branch","func.c","17862","func30"
"spec2000","v1.3","255.vortex","tree0.c","604","Tree_Concatenate"
"libraries","default","libsndfile","vox_adpcm.c","327","vox_write_i"
"NPB","2.3-OpenACC-C","SP","sp.c","2539","y_solve"
"spec2006","v1.1","435.gromacs","sim_util.c","149","reset_energies"
"mediabench","default","mpeg4enc","dsputil.c","3783","dsputil_static_init"
"spec2006","v1.1","464.h264ref","mv-search.c","295","SetupLargerBlocks"
"Kernels","SERIAL","Amr","amr.c","285","main"
"spec2006","v1.1","400.perlbench","regcomp.c","580","S_cl_and"
"libraries","default","twolame","encode.c","364","find_sf_max"
"polybench","4.1","linear-algebra-blas-syrk","syrk.c","39","init_array"
"mediabench","default","gsm","short_term.c","125","Coefficients_27_39"
"libraries","default","daala","intra.c","54","od_hv_intra_pred"
"spec2006","v1.1","458.sjeng","moves.c","875","f_in_check"
"mediabench","default","h264dec-lencod","rdopt.c","2889","StoreMVBlock8x8"
"spec2000","v1.3","172.mgrid","mgrid.c","945","zran3"
"mediabench","default","h264dec-lencod","rdopt.c","2707","SetRefAndMotionVectors"
"Kernels","SERIAL","Branch","func.c","18670","func11"
"libraries","default","libsndfile","sds.c","490","sds_3byte_read"
"GitApps","default","gap","vecffe.c","241","SumVecFFEVecFFE"
"spec2006","v1.1","435.gromacs","innerc.c","3844","inl1120"
"spec2000","v1.3","186.crafty","setboard.c","167","SetBoard"
"ASC-llnl","v1.0","crystalMk","Crystal_div.c","43","Crystal_div"
"spec2000","v1.3","254.gap","vecffe.c","1116","SumVecFFEFFE"
"spec2006","v1.1","445.gobmk","persistent.c","602","reading_hotspots"
"spec2000","v1.3","186.crafty","iterate.c","189","Iterate"
"TSVC","default","default","tsc.c","1625","s1161"
"libraries","default","silk","SKP_Silk_PLC.c","176","SKP_Silk_PLC_conceal"
"spec2000","v1.3","255.vortex","tree00.c","165","Tree_AddInto"
"Kernels","SERIAL","Branch","func.c","13800","func8"
"cortexsuite","default","liblinear","linear.c","254","l2r_l2_svc_fun_grad"
"mediabench","default","mpeg4enc","ac3enc.c","436","fft"
"libraries","default","lame","lame.c","2554","lame_bitrate_stereo_mode_hist"
"NPB","2.3-OpenACC-C","CG","cg.c","227","main"
"mediabench","default","rasta","fvecsubs.c","161","norm_fvec"
"netlib","default","cg","cg_rc_prb.c","154","test01"
"mediabench","default","h264dec-lencod","lencod.c","2173","get_mem_mv"
"spec2000","v1.3","254.gap","vecffe.c","2823","DegreeVecFFE"
"TSVC","default","default","tsc.c","2471","s252"
"spec2000","v1.3","301.apsi","apsi.c","3016","dudtz"
"spec2006","v1.1","464.h264ref","mv-search.c","275","SetupLargerBlocks"
"NPB","2.3-OpenACC-C","UA-SNU","precond.c","548","setpcmo"
"GitApps","default","gap","trans.c","2562","FuncCYCLES_TRANS_LIST"
"mediabench","default","h264dec-lencod","intrarefresh.c","125","RandomIntraNewPicture"
"libraries","default","daala","pvq.c","603","od_apply_householder"
"spec2006","v1.1","400.perlbench","op.c","6191","Perl_ck_subr"
"libraries","default","twolame","psycho_3.c","462","psycho_3_init"
"spec2000","v1.3","197.parser","idiom.c","37","is_idiom_string"
"livermore","default","livermore","lloops.c","2120","init"
"NPB","2.3-OpenACC-C","BT","bt.c","1808","compute_rhs"
"libraries","default","flac","lpc.c","977","FLAC_lpc_restore_signal"
"mediabench","default","h264enc-lencod","mv-search.c","269","SetupLargerBlocks"
"spec2006","v1.1","400.perlbench","regcomp.c","4105","S_regclass"
"NPB","2.3-OpenACC-C","LU","lu.c","3142","verify"
"netlib","default","jacobi","jacobi_eigenvalue.c","438","r8mat_is_eigen_right"
"cortexsuite","default","rbm","main.c","162","train"
"spec2006","v1.1","464.h264ref","block.c","1067","dct_luma"
"polybench","4.1","linear-algebra-blas-gemm","gemm.c","43","init_array"
"libraries","default","daala","pvq.c","835","od_pvq_compute_gain"
"TSVC","default","default","tsc.c","5399","set"
"spec2000","v1.3","300.twolf","mergplist.c","112","add_pins"
"spec2006","v1.1","435.gromacs","mdebin.c","275","copy_energy"
"Kernels","SERIAL","Amr","amr.c","502","main"
"libraries","default","daala","dct.c","8294","ieee1180_test_block"
"netlib","default","linpack","newlinpack.c","718","daxpy_ur"
"spec2006","v1.1","435.gromacs","ns.c","1232","get_dx"
"cortexsuite","default","rbm","main.c","213","processLine"
"NPB","2.3-OpenACC-C","MG","mg.c","428","psinv"
"spec2006","v1.1","464.h264ref","rdopt.c","2019","store_macroblock_parameters"
"libraries","default","flac","window.c","259","FLAC_window_punchout_tukey"
"GitApps","default","gap","trans.c","812","FuncIMAGE_SET_TRANS_INT"
"NPB","2.3-OpenACC-C","UA-SNU","transfer.c","510","transfb_cor_e"
"NPB","2.3-OpenACC-C","UA-SNU","transfer.c","82","transf"
"spec2000","v1.3","186.crafty","main.c","2288","main"
"spec2006","v1.1","435.gromacs","mshift.c","362","mk_grey"
"spec2000","v1.3","300.twolf","countf.c","158","countf"
"GitApps","default","mozjpeg","jidctint.c","1094","jpeg_idct_10x10"
"libraries","default","daala","entdec.c","375","od_ec_decode_cdf_unscaled"
"mediabench","default","h264enc-lencod","mv-search.c","261","SetupLargerBlocks"
"FreeBench","default","pifft","pifft.c","551","mp_unexp_sub"
"TSVC","default","default","tsc.c","3714","s319"
"spec2006","v1.1","400.perlbench","regcomp.c","3838","S_regclass"
"spec2006","v1.1","435.gromacs","vcm.c","71","init_vcm"
"spec2006","v1.1","400.perlbench","mg.c","2516","Perl_magic_set"
"NPB","2.3-OpenACC-C","EP","ep.c","147","main"
"polybench","4.1","linear-algebra-kernels-3mm","3mm.c","37","init_array"
"GitApps","default","mozjpeg","jdcolor.c","231","build_ycc_rgb_table"
"cortexsuite","default","sphinx","dict2pid.c","170","compress_left_right_context_tree"
"libraries","default","libsndfile","test_endswap.c","123","test_endswap_int"
"mediabench","default","h264dec-lencod","transform8x8.c","1336","LowPassForIntra8x8Pred"
"cortexsuite","default","liblinear","linear.c","2620","train"
"GitApps","default","gap","trans.c","314","FuncDegreeOfTransformation"
"mediabench","default","h264dec-lencod","lencod.c","1124","report"
"ALPBench","v1.0","csuFaceIdEval_5.1","csuCommonImage.c","797","ZeroMeanOneStdDevMasked"
"mediabench","default","h264dec-ldecod","macroblock.c","351","interpret_mb_mode_B"
"mediabench","default","mpeg4enc","dsputil.c","3784","dsputil_static_init"
"ALPBench","v1.0","MPGenc","motion.c","2060","dist2"
"spec2006","v1.1","482.sphinx3","hash.c","160","key2hash"
"mediabench","default","h264enc-ldecod","macroblock.c","925","read_one_macroblock"
"NPB","2.3-OpenACC-C","UA-SNU","mason.c","2185","mor_ne"
"spec2006","v1.1","456.hmmer","vectorops.c","73","FSum"
"libraries","default","libsndfile","vox_adpcm.c","222","vox_read_f"
"libraries","default","twolame","psycho_3.c","379","psycho_3_minimummasking"
"machinelearning","default","darknet","utils.c","520","sample_array"
"mediabench","default","h264dec-lencod","mv-search.c","3136","BIDPartitionCost"
"libraries","default","lame","takehiro.c","1035","best_scalefac_store"
"spec2000","v1.3","300.twolf","dimbox.c","383","initialize_rows"
"spec2000","v1.3","301.apsi","apsi.c","10786","initbl"
"mediabench","default","h264dec-lencod","lencod.c","768","init_img"
"libraries","default","daala","dct.c","8433","compute_fbasis"
"spec2006","v1.1","445.gobmk","persistent.c","485","store_persistent_reading_cache"
"spec2000","v1.3","254.gap","integer.c","358","SumInt"
"polybench","4.1","linear-algebra-kernels-3mm","3mm.c","34","init_array"
"ALPBench","v1.0","MPGenc","motion.c","2447","bdist2"
"spec2000","v1.3","254.gap","set.c","995","FunAddSet"
"spec2006","v1.1","464.h264ref","mv-search.c","273","SetupLargerBlocks"
"libraries","default","twolame","psycho_3.c","89","psycho_3_fft"
"mediabench","default","h264dec-lencod","block.c","784","dct_luma_16x16"
"spec2006","v1.1","445.gobmk","hash.c","245","hashdata_recalc"
"NPB","2.3-OpenACC-C","UA-SNU","mason.c","1619","edgecopy_s"
"machinelearning","default","darknet","connected_layer.c","49","make_connected_layer"
"spec2006","v1.1","445.gobmk","value_moves.c","2698","remove_top_move"
"mediabench","default","h264enc-lencod","rdopt.c","2707","SetRefAndMotionVectors"
"Kernels","SERIAL","Branch","func.c","3246","func21"
"polybench","4.1","linear-algebra-solvers-cholesky","cholesky.c","31","init_array"
"ALPBench","v1.0","MPGenc","motion.c","1842","dist1"
"livermore","default","livermore","lloops.c","1954","endloop"
"TSVC","default","default","tsc.c","4149","s343"
"spec2000","v1.3","254.gap","system.c","2476","SyFputs"
"spec2000","v1.3","164.gzip","trees.c","373","ct_init"
"spec2006","v1.1","456.hmmer","histogram.c","1352","EVDCensoredFit"
"mediabench","default","mpeg4dec","h263.c","1831","init_uni_dc_tab"
"GitApps","default","gap","tietze.c","1627","FuncReduceLetterRepWordsRewSys"
"livermore","default","livermore","lloops.c","889","kernels"
"libraries","default","daala","intra.c","52","od_hv_intra_pred"
"mediabench","default","mpeg4dec","msmpeg4.c","217","init_mv_table"
"mediabench","default","mpeg4dec","mpegaudiodec.c","453","decode_init"
"mediabench","default","h264dec-lencod","mv-search.c","261","SetupLargerBlocks"
"TSVC","default","default","tsc.c","133","set2d"
"mediabench","default","h264dec-lencod","block.c","633","dct_luma_16x16"
"mediabench","default","mpeg4dec","mpegaudio.c","171","MPA_encode_init"
"spec2006","v1.1","433.milc","gauge_stuff.c","150","char_num"
"Kernels","SERIAL","Branch","func.c","7302","func4"
"spec2006","v1.1","435.gromacs","force.c","893","force"
"libraries","default","silk","SKP_Silk_decode_core.c","153","SKP_Silk_decode_core"
"mediabench","default","mpeg4dec","eval.c","61","strmatch"
"GitApps","default","gap","vecgf2.c","4086","AddShiftedVecGF2VecGF2"
"spec2006","v1.1","464.h264ref","intrarefresh.c","133","RandomIntraNewPicture"
"spec2000","v1.3","197.parser","idiom.c","29","is_idiom_string"
"netlib","default","chebyshev","chebyshev_prb.c","239","test01"
"spec2006","v1.1","401.bzip2","huffman.c","131","BZ2_hbMakeCodeLengths"
"livermore","default","livermore","lloops.c","1760","endloop"
"spec2006","v1.1","445.gobmk","matchpat.c","517","dfa_prepare_for_match"
"netlib","default","linpack","newlinpack.c","670","dscal_r"
"polybench","4.1","linear-algebra-blas-trmm","trmm.c","34","init_array"
"NPB","2.3-OpenACC-C","UA-SNU","adapt.c","478","do_refine"
"spec2006","v1.1","400.perlbench","Base64.c","171","XS_MIME_Base64_encode_base64"
"libraries","default","silk","SKP_Silk_NSQ.c","405","SKP_Silk_nsq_scale_states"
"mediabench","default","mpeg4enc","mpegaudiodec.c","417","decode_init"
"NPB","2.3-OpenACC-C","LU","lu.c","2100","pintgr"
"mediabench","default","h264dec-ldecod","block.c","835","itrans"
"ALPBench","v1.0","MPGenc","fdctref.c","1113","fdct"
"TSVC","default","default","tsc.c","176","check"
"libraries","default","daala","dct.c","8284","ieee1180_test_block"
"NPB","2.3-OpenACC-C","BT","bt.c","179","add"
"cortexsuite","default","srr","SRREngine.c","73","GaussSeidel"
"FreeBench","default","pcompress2","uncompress.c","129","do_debwe"
"mediabench","default","h264dec-lencod","mbuffer.c","3516","compute_colocated"
"GitApps","default","gap","string.c","2504","InitKernel"
"spec2000","v1.3","254.gap","eval.c","1108","FunShallowCopy"
"netlib","default","whetstone","whetstone.c","187","main"
"spec2000","v1.3","301.apsi","apsi.c","2479","dcdtz"
"libraries","default","twolame","fft.c","682","fht"
"GitApps","default","gap","scanner.c","2550","PutChrTo"
"spec2000","v1.3","253.perlbmk","doio.c","290","Perl_do_open"
"mediabench","default","rasta","io.c","461","get_bindata"
"ALPBench","v1.0","MPGenc","predict.c","626","clearblock"
"GitApps","default","gap","cyclotom.c","707","Cyclotomic"
"spec2000","v1.3","256.bzip2","bzip2.c","1246","generateMTFValues"
"mediabench","default","h264dec-lencod","vlc.c","278","se_linfo"
"spec2006","v1.1","400.perlbench","regcomp.c","3849","S_regclass"
"spec2000","v1.3","186.crafty","init.c","437","InitializeAttackBoards"
"Kernels","SERIAL","Branch","func.c","25170","func15"
"GitApps","default","gap","tietze.c","1649","FuncReduceLetterRepWordsRewSys"
"spec2006","v1.1","445.gobmk","reading.c","1621","defend4"
"libraries","default","daala","dct.c","8431","compute_fbasis"
"Kernels","SERIAL","Branch","func.c","12178","func7"
"spec2006","v1.1","458.sjeng","utils.c","824","reset_piece_square"
"spec2006","v1.1","464.h264ref","mv-search.c","288","SetupLargerBlocks"
"libraries","default","libsndfile","sds.c","823","sds_3byte_write"
"mediabench","default","mpeg2dec","recon.c","395","form_component_prediction"
"FreeBench","default","neural","neural.c","396","run"
"mediabench","default","gsm","lpc.c","48","Autocorrelation"
"spec2000","v1.3","253.perlbmk","util.c","366","Perl_delimcpy"
"opencv_kernels","default","default","thresh.c","310","getThreshVal_Otsu_uchar"
"libraries","default","libsndfile","dwvw.c","292","dwvw_read_d"
"spec2000","v1.3","301.apsi","apsi.c","3946","dpdy"
"mediabench","default","mpeg4dec","ac3enc.c","468","mdct512"
"libraries","default","libpng","pngrtran.c","2910","png_do_gray_to_rgb"
"mediabench","default","mpeg2enc","idct.c","209","init_idct"
"spec2006","v1.1","445.gobmk","surround.c","131","compute_surroundings"
"TSVC","default","default","tsc.c","786","s000"
"libraries","default","flac","lpc.c","839","FLAC_lpc_restore_signal"
"mediabench","default","h264dec-lencod","rdopt.c","2853","StoreMVBlock8x8"
"libraries","default","libsndfile","ima_adpcm.c","443","wavlike_ima_decode_block"
"NPB","2.3-OpenACC-C","SP","sp.c","1409","compute_rhs"
"NPB","2.3-OpenACC-C","CG","cg.c","713","sparse"
"mediabench","default","h264enc-ldecod","macroblock.c","333","interpret_mb_mode_B"
"cortexsuite","default","lda","lda-model.c","73","new_lda_suffstats"
"cortexsuite","default","srr","BmpHandler.c","89","ConvertGrayScaletoRGB"
"polybench","4.1","linear-algebra-kernels-2mm","2mm.c","38","init_array"
"TSVC","default","default","tsc.c","5114","vif"
"polybench","4.1","linear-algebra-kernels-doitgen","doitgen.c","36","init_array"
"spec2000","v1.3","197.parser","xalloc.c","68","initialize_memory"
"TSVC","default","default","tsc.c","90","set1d"
"mediabench","default","h264enc-lencod","rdopt.c","2129","RDCost_for_macroblocks"
"NPB","2.3-OpenACC-C","LU","lu.c","2073","pintgr"
"mediabench","default","rasta","mapping.c","199","do_mapping"
"cortexsuite","default","sphinx","dtoa.c","902","lshift"
"spec2006","v1.1","482.sphinx3","lm.c","675","lm_read_dump"
"mediabench","default","mpeg4enc","mjpeg.c","553","escape_FF"
"mediabench","default","h264dec-ldecod","macroblock.c","925","read_one_macroblock"
"mediabench","default","mpeg4dec","pcm.c","285","pcm_encode_frame"
"FreeBench","default","fourinarow","fourinarow.c","237","find_winner_p"
"libraries","default","libdeep","lodepng.c","5098","filterScanline"
"mediabench","default","h264dec-ldecod","macroblock.c","337","interpret_mb_mode_B"
"TSVC","default","default","tsc.c","4324","s421"
"mediabench","default","mpeg4enc","h263.c","374","get_block_rate"
"GitApps","default","gap","gap.c","2346","InitClearFiltsTNumsFromTable"
"polybench","4.1","stencils-jacobi-1d","jacobi-1d.c","72","kernel_jacobi_1d"
"mediabench","default","h264dec-lencod","macroblock.c","549","start_macroblock"
"NPB","2.3-OpenACC-C","UA-SNU","transfer.c","229","transf"
"mediabench","default","mpeg4dec","mpegaudio.c","379","compute_scale_factors"
"mediabench","default","gsm","long_term.c","526","Long_term_analysis_filtering"
"spec2006","v1.1","464.h264ref","rdopt.c","1622","SetCoeffAndReconstruction8x8"
"spec2006","v1.1","429.mcf","pstart.c","52","primal_start_artificial"
"mediabench","default","h264enc-lencod","mv-search.c","271","SetupLargerBlocks"
"spec2000","v1.3","256.bzip2","bzip2.c","1641","recvDecodingTables"
"libraries","default","twolame","psycho_4.c","373","psycho_4"
"mediabench","default","h264enc-ldecod","mbuffer.c","3709","compute_colocated"
"spec2000","v1.3","254.gap","plist.c","584","IsDensePlist"
"spec2006","v1.1","400.perlbench","regcomp.c","4321","S_regclass"
"libraries","default","libdeep","deeplearndata.c","582","deeplearndata_read_csv"
"spec2000","v1.3","300.twolf","qsorte.c","37","qsorte"
"mediabench","default","mpeg4enc","msmpeg4.c","1060","init_h263_dc_for_msmpeg4"
"NPB","2.3-OpenACC-C","LU","lu.c","2059","pintgr"
